concept:name,time:timestamp,case:concept:name
Request Payment,2017-05-08 09:29:37+00:00,request for payment 72411
Request For Payment SUBMITTED by EMPLOYEE,2017-05-08 10:34:11+00:00,request for payment 72081
Request For Payment APPROVED by PRE_APPROVER,2017-05-08 10:39:27+00:00,request for payment 72081
Request Payment,2017-05-08 12:09:46+00:00,request for payment 77951
Request Payment,2017-05-08 12:09:46+00:00,request for payment 73355
Request Payment,2017-05-08 12:37:02+00:00,request for payment 72006
Request Payment,2017-05-08 12:44:48+00:00,request for payment 75543
Request Payment,2017-05-08 12:48:05+00:00,request for payment 72423
Request Payment,2017-05-08 12:49:42+00:00,request for payment 72357
Request Payment,2017-05-08 12:50:29+00:00,request for payment 72425
Request Payment,2017-05-08 12:51:27+00:00,request for payment 72427
Request Payment,2017-05-08 12:52:28+00:00,request for payment 72429
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-08 14:10:18+00:00,request for payment 72081
Request Payment,2017-05-09 08:17:43+00:00,request for payment 72081
Request Payment,2017-05-09 09:36:50+00:00,request for payment 72154
Permit SUBMITTED by EMPLOYEE,2017-05-09 11:23:50+00:00,request for payment 75666
Permit APPROVED by PRE_APPROVER,2017-05-09 11:23:52+00:00,request for payment 75666
Request For Payment SUBMITTED by EMPLOYEE,2017-05-09 11:24:50+00:00,request for payment 75666
Request For Payment APPROVED by PRE_APPROVER,2017-05-09 11:25:41+00:00,request for payment 75666
Permit SUBMITTED by EMPLOYEE,2017-05-09 14:33:32+00:00,request for payment 72703
Permit FINAL_APPROVED by SUPERVISOR,2017-05-09 14:33:39+00:00,request for payment 72703
Permit SUBMITTED by EMPLOYEE,2017-05-09 17:14:37+00:00,request for payment 75714
Permit SUBMITTED by EMPLOYEE,2017-05-09 17:14:37+00:00,request for payment 75712
Permit REJECTED by PRE_APPROVER,2017-05-09 17:14:50+00:00,request for payment 75714
Permit REJECTED by PRE_APPROVER,2017-05-09 17:14:50+00:00,request for payment 75712
Request For Payment SUBMITTED by EMPLOYEE,2017-05-10 05:49:39+00:00,request for payment 73339
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-10 05:49:42+00:00,request for payment 73339
Permit SUBMITTED by EMPLOYEE,2017-05-10 09:30:07+00:00,request for payment 72715
Permit REJECTED by EMPLOYEE,2017-05-10 09:38:27+00:00,request for payment 75714
Permit REJECTED by EMPLOYEE,2017-05-10 09:38:27+00:00,request for payment 75712
Request For Payment SUBMITTED by EMPLOYEE,2017-05-10 09:58:09+00:00,request for payment 74438
Request For Payment APPROVED by PRE_APPROVER,2017-05-10 09:59:16+00:00,request for payment 74438
Permit SUBMITTED by EMPLOYEE,2017-05-10 11:38:36+00:00,request for payment 72844
Permit REJECTED by PRE_APPROVER,2017-05-10 11:38:44+00:00,request for payment 72844
Permit SUBMITTED by EMPLOYEE,2017-05-10 12:14:15+00:00,request for payment 75714
Permit SUBMITTED by EMPLOYEE,2017-05-10 12:14:15+00:00,request for payment 75712
Permit APPROVED by PRE_APPROVER,2017-05-10 12:15:49+00:00,request for payment 75714
Permit APPROVED by PRE_APPROVER,2017-05-10 12:15:49+00:00,request for payment 75712
Permit APPROVED by SUPERVISOR,2017-05-11 03:15:10+00:00,request for payment 72280
Request For Payment SUBMITTED by EMPLOYEE,2017-05-11 04:17:26+00:00,request for payment 73444
Request For Payment APPROVED by PRE_APPROVER,2017-05-11 04:20:57+00:00,request for payment 73444
Permit REJECTED by EMPLOYEE,2017-05-11 07:19:35+00:00,request for payment 72844
Request For Payment SUBMITTED by EMPLOYEE,2017-05-11 07:31:35+00:00,request for payment 75287
Request For Payment APPROVED by PRE_APPROVER,2017-05-11 07:45:42+00:00,request for payment 75287
Permit SUBMITTED by EMPLOYEE,2017-05-11 10:07:38+00:00,request for payment 76057
Permit APPROVED by PRE_APPROVER,2017-05-11 10:08:09+00:00,request for payment 76057
Permit SUBMITTED by EMPLOYEE,2017-05-11 10:14:20+00:00,request for payment 76073
Permit APPROVED by SUPERVISOR,2017-05-11 10:19:13+00:00,request for payment 76073
Permit FINAL_APPROVED by DIRECTOR,2017-05-11 10:26:23+00:00,request for payment 76073
Permit SUBMITTED by EMPLOYEE,2017-05-11 11:56:17+00:00,request for payment 72844
Permit APPROVED by PRE_APPROVER,2017-05-11 11:56:21+00:00,request for payment 72844
Permit FINAL_APPROVED by SUPERVISOR,2017-05-11 12:30:49+00:00,request for payment 75714
Permit FINAL_APPROVED by SUPERVISOR,2017-05-11 12:30:49+00:00,request for payment 75712
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-11 12:32:22+00:00,request for payment 73444
Request For Payment SUBMITTED by EMPLOYEE,2017-05-11 12:47:03+00:00,request for payment 75714
Request For Payment APPROVED by PRE_APPROVER,2017-05-11 12:55:41+00:00,request for payment 75714
Permit APPROVED by PRE_APPROVER,2017-05-11 12:56:34+00:00,request for payment 72715
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-11 13:07:03+00:00,request for payment 75714
Permit FINAL_APPROVED by SUPERVISOR,2017-05-11 13:07:36+00:00,request for payment 72715
Request Payment,2017-05-11 13:08:59+00:00,request for payment 73339
Request For Payment SUBMITTED by EMPLOYEE,2017-05-11 13:12:45+00:00,request for payment 72715
Permit FINAL_APPROVED by SUPERVISOR,2017-05-11 14:02:34+00:00,request for payment 72844
Permit SUBMITTED by EMPLOYEE,2017-05-11 14:25:01+00:00,request for payment 76130
Permit FINAL_APPROVED by SUPERVISOR,2017-05-11 14:25:04+00:00,request for payment 76130
Permit SUBMITTED by EMPLOYEE,2017-05-11 14:29:09+00:00,request for payment 76139
Permit FINAL_APPROVED by SUPERVISOR,2017-05-11 14:29:13+00:00,request for payment 76139
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72154
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72006
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 77951
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 73141
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 73355
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72081
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 75543
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72357
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72411
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72425
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72427
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72429
Payment Handled,2017-05-11 15:31:23+00:00,request for payment 72423
_END_,2017-05-11 15:31:24+00:00,request for payment 72154
_END_,2017-05-11 15:31:24+00:00,request for payment 72006
_END_,2017-05-11 15:31:24+00:00,request for payment 77951
_END_,2017-05-11 15:31:24+00:00,request for payment 73141
_END_,2017-05-11 15:31:24+00:00,request for payment 73355
_END_,2017-05-11 15:31:24+00:00,request for payment 72081
_END_,2017-05-11 15:31:24+00:00,request for payment 75543
_END_,2017-05-11 15:31:24+00:00,request for payment 72357
_END_,2017-05-11 15:31:24+00:00,request for payment 72411
_END_,2017-05-11 15:31:24+00:00,request for payment 72425
_END_,2017-05-11 15:31:24+00:00,request for payment 72427
_END_,2017-05-11 15:31:24+00:00,request for payment 72429
_END_,2017-05-11 15:31:24+00:00,request for payment 72423
Request For Payment SUBMITTED by EMPLOYEE,2017-05-11 17:20:23+00:00,request for payment 72703
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-11 17:20:28+00:00,request for payment 72703
Request For Payment SUBMITTED by EMPLOYEE,2017-05-12 09:24:16+00:00,request for payment 72844
Request For Payment APPROVED by PRE_APPROVER,2017-05-12 09:25:24+00:00,request for payment 72844
Request Payment,2017-05-12 12:34:59+00:00,request for payment 72703
Permit SUBMITTED by EMPLOYEE,2017-05-12 20:59:56+00:00,request for payment 79866
Permit FINAL_APPROVED by SUPERVISOR,2017-05-12 21:07:36+00:00,request for payment 79866
Permit REJECTED by SUPERVISOR,2017-05-13 03:15:03+00:00,request for payment 75556
Permit SUBMITTED by EMPLOYEE,2017-05-13 08:13:29+00:00,request for payment 82117
Permit APPROVED by SUPERVISOR,2017-05-13 08:13:34+00:00,request for payment 82117
Permit SUBMITTED by EMPLOYEE,2017-05-14 14:03:13+00:00,request for payment 79987
Permit APPROVED by PRE_APPROVER,2017-05-14 14:03:15+00:00,request for payment 79987
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-15 03:15:26+00:00,request for payment 75827
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-15 03:15:26+00:00,request for payment 73216
Permit FINAL_APPROVED by SUPERVISOR,2017-05-15 07:45:36+00:00,request for payment 76057
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-15 08:12:02+00:00,request for payment 72844
Permit REJECTED by EMPLOYEE,2017-05-15 08:49:54+00:00,request for payment 75556
Permit SUBMITTED by EMPLOYEE,2017-05-15 08:58:53+00:00,request for payment 75556
Permit APPROVED by PRE_APPROVER,2017-05-15 08:58:56+00:00,request for payment 75556
Request For Payment SUBMITTED by EMPLOYEE,2017-05-15 09:50:01+00:00,request for payment 76130
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-15 09:51:13+00:00,request for payment 76130
Request For Payment SUBMITTED by EMPLOYEE,2017-05-15 09:54:29+00:00,request for payment 76139
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-15 09:54:33+00:00,request for payment 76139
Permit FINAL_APPROVED by SUPERVISOR,2017-05-15 12:04:12+00:00,request for payment 79987
Permit FINAL_APPROVED by SUPERVISOR,2017-05-15 12:05:05+00:00,request for payment 75666
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-15 12:07:15+00:00,request for payment 75666
Permit SUBMITTED by EMPLOYEE,2017-05-15 12:51:16+00:00,request for payment 82528
Permit APPROVED by PRE_APPROVER,2017-05-15 12:51:19+00:00,request for payment 82528
Payment Handled,2017-05-15 15:30:52+00:00,request for payment 73339
Payment Handled,2017-05-15 15:30:52+00:00,request for payment 72703
_END_,2017-05-15 15:30:53+00:00,request for payment 73339
_END_,2017-05-15 15:30:53+00:00,request for payment 72703
Request For Payment SUBMITTED by EMPLOYEE,2017-05-15 18:59:20+00:00,request for payment 82117
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-15 19:00:17+00:00,request for payment 82117
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-16 06:51:23+00:00,request for payment 75287
Request Payment,2017-05-16 07:23:30+00:00,request for payment 73444
Permit FINAL_APPROVED by DIRECTOR,2017-05-16 07:23:35+00:00,request for payment 82117
Permit SUBMITTED by EMPLOYEE,2017-05-16 08:17:41+00:00,request for payment 82612
Permit APPROVED by PRE_APPROVER,2017-05-16 08:17:44+00:00,request for payment 82612
Request For Payment SUBMITTED by EMPLOYEE,2017-05-16 08:20:35+00:00,request for payment 82612
Request For Payment APPROVED by PRE_APPROVER,2017-05-16 08:20:50+00:00,request for payment 82612
Permit APPROVED by SUPERVISOR,2017-05-16 10:03:35+00:00,request for payment 75556
Permit FINAL_APPROVED by DIRECTOR,2017-05-16 10:03:35+00:00,request for payment 75556
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-16 10:04:28+00:00,request for payment 74438
Request For Payment APPROVED by PRE_APPROVER,2017-05-16 10:55:29+00:00,request for payment 72715
Request Payment,2017-05-16 11:46:46+00:00,request for payment 82117
Request Payment,2017-05-16 11:53:31+00:00,request for payment 72844
Request Payment,2017-05-16 11:54:57+00:00,request for payment 74438
Request Payment,2017-05-16 11:56:35+00:00,request for payment 73216
Request Payment,2017-05-16 11:57:21+00:00,request for payment 75827
Request Payment,2017-05-16 12:09:08+00:00,request for payment 75666
Request Payment,2017-05-16 12:48:25+00:00,request for payment 72453
Request Payment,2017-05-16 12:53:04+00:00,request for payment 185381
Request For Payment SUBMITTED by EMPLOYEE,2017-05-16 12:55:37+00:00,request for payment 76073
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-16 12:55:47+00:00,request for payment 76073
Permit FINAL_APPROVED by SUPERVISOR,2017-05-16 14:23:11+00:00,request for payment 82528
Request For Payment SUBMITTED by EMPLOYEE,2017-05-16 14:28:41+00:00,request for payment 76213
Request For Payment APPROVED by PRE_APPROVER,2017-05-16 14:28:59+00:00,request for payment 76213
Permit FINAL_APPROVED by SUPERVISOR,2017-05-16 15:04:15+00:00,request for payment 82612
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-16 15:06:50+00:00,request for payment 82612
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-16 15:07:45+00:00,request for payment 72715
Request For Payment SUBMITTED by EMPLOYEE,2017-05-17 07:31:31+00:00,request for payment 79866
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-17 07:42:36+00:00,request for payment 79866
Request Payment,2017-05-17 08:15:01+00:00,request for payment 82612
Request Payment,2017-05-17 08:15:20+00:00,request for payment 75714
Request Payment,2017-05-17 08:15:20+00:00,request for payment 72715
Request For Payment SUBMITTED by EMPLOYEE,2017-05-17 08:21:25+00:00,request for payment 75556
Request For Payment APPROVED by PRE_APPROVER,2017-05-17 08:25:27+00:00,request for payment 75556
Permit FINAL_APPROVED by DIRECTOR,2017-05-17 09:43:11+00:00,request for payment 72280
Permit SUBMITTED by EMPLOYEE,2017-05-17 11:11:24+00:00,request for payment 82433
Permit APPROVED by PRE_APPROVER,2017-05-17 11:11:27+00:00,request for payment 82433
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-17 12:07:33+00:00,request for payment 75556
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-18 07:18:31+00:00,request for payment 76213
Permit SUBMITTED by EMPLOYEE,2017-05-18 09:19:51+00:00,request for payment 80546
Permit SUBMITTED by EMPLOYEE,2017-05-18 09:19:51+00:00,request for payment 80541
Permit SUBMITTED by EMPLOYEE,2017-05-18 09:19:51+00:00,request for payment 80545
Permit SUBMITTED by EMPLOYEE,2017-05-18 09:19:51+00:00,request for payment 80543
Permit APPROVED by PRE_APPROVER,2017-05-18 09:19:56+00:00,request for payment 80546
Permit APPROVED by PRE_APPROVER,2017-05-18 09:19:56+00:00,request for payment 80541
Permit APPROVED by PRE_APPROVER,2017-05-18 09:19:56+00:00,request for payment 80545
Permit APPROVED by PRE_APPROVER,2017-05-18 09:19:56+00:00,request for payment 80543
Request Payment,2017-05-18 09:57:56+00:00,request for payment 75556
Request Payment,2017-05-18 09:58:24+00:00,request for payment 76073
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 75827
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 73216
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 73444
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 74438
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 185381
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 72453
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 75666
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 72844
Payment Handled,2017-05-18 15:30:58+00:00,request for payment 82117
_END_,2017-05-18 15:30:59+00:00,request for payment 75827
_END_,2017-05-18 15:30:59+00:00,request for payment 73216
_END_,2017-05-18 15:30:59+00:00,request for payment 73444
_END_,2017-05-18 15:30:59+00:00,request for payment 74438
_END_,2017-05-18 15:30:59+00:00,request for payment 185381
_END_,2017-05-18 15:30:59+00:00,request for payment 72453
_END_,2017-05-18 15:30:59+00:00,request for payment 75666
_END_,2017-05-18 15:30:59+00:00,request for payment 72844
_END_,2017-05-18 15:30:59+00:00,request for payment 82117
Permit SUBMITTED by EMPLOYEE,2017-05-18 20:39:02+00:00,request for payment 85352
Permit APPROVED by PRE_APPROVER,2017-05-18 20:39:08+00:00,request for payment 85352
Request Payment,2017-05-19 06:41:41+00:00,request for payment 76213
Permit FINAL_APPROVED by SUPERVISOR,2017-05-19 07:35:32+00:00,request for payment 85352
Permit SUBMITTED by EMPLOYEE,2017-05-19 07:40:01+00:00,request for payment 83696
Permit SUBMITTED by EMPLOYEE,2017-05-19 07:40:01+00:00,request for payment 83691
Permit SUBMITTED by EMPLOYEE,2017-05-19 07:40:01+00:00,request for payment 83694
Permit APPROVED by SUPERVISOR,2017-05-19 08:11:21+00:00,request for payment 83696
Permit FINAL_APPROVED by DIRECTOR,2017-05-19 08:11:21+00:00,request for payment 83696
Permit APPROVED by SUPERVISOR,2017-05-19 08:11:21+00:00,request for payment 83691
Permit FINAL_APPROVED by DIRECTOR,2017-05-19 08:11:21+00:00,request for payment 83691
Permit APPROVED by SUPERVISOR,2017-05-19 08:11:21+00:00,request for payment 83694
Permit FINAL_APPROVED by DIRECTOR,2017-05-19 08:11:21+00:00,request for payment 83694
Request For Payment SUBMITTED by EMPLOYEE,2017-05-19 10:33:27+00:00,request for payment 74787
Request For Payment APPROVED by PRE_APPROVER,2017-05-19 10:35:30+00:00,request for payment 74787
Request Payment,2017-05-19 13:51:13+00:00,request for payment 76139
Request Payment,2017-05-19 13:53:28+00:00,request for payment 76130
Permit SUBMITTED by EMPLOYEE,2017-05-19 14:37:07+00:00,request for payment 85522
Permit APPROVED by PRE_APPROVER,2017-05-19 14:37:32+00:00,request for payment 85522
Permit FINAL_APPROVED by SUPERVISOR,2017-05-21 07:46:18+00:00,request for payment 80546
Permit FINAL_APPROVED by SUPERVISOR,2017-05-21 07:46:18+00:00,request for payment 80541
Permit FINAL_APPROVED by SUPERVISOR,2017-05-21 07:46:18+00:00,request for payment 80545
Permit FINAL_APPROVED by SUPERVISOR,2017-05-21 07:46:18+00:00,request for payment 80543
Request For Payment SUBMITTED by EMPLOYEE,2017-05-22 07:26:02+00:00,request for payment 77286
Permit SUBMITTED by EMPLOYEE,2017-05-22 07:30:25+00:00,request for payment 82482
Permit APPROVED by SUPERVISOR,2017-05-22 07:30:28+00:00,request for payment 82482
Request For Payment REJECTED by SUPERVISOR,2017-05-22 07:33:14+00:00,request for payment 77286
Permit SUBMITTED by EMPLOYEE,2017-05-22 07:34:16+00:00,request for payment 83062
Permit APPROVED by SUPERVISOR,2017-05-22 07:34:21+00:00,request for payment 83062
Permit REJECTED by MISSING,2017-05-22 07:52:23+00:00,request for payment 83696
Permit REJECTED by MISSING,2017-05-22 07:52:23+00:00,request for payment 83691
Permit REJECTED by MISSING,2017-05-22 07:52:23+00:00,request for payment 83694
Permit SUBMITTED by EMPLOYEE,2017-05-22 08:28:09+00:00,request for payment 83696
Permit SUBMITTED by EMPLOYEE,2017-05-22 08:28:09+00:00,request for payment 83691
Permit SUBMITTED by EMPLOYEE,2017-05-22 08:28:09+00:00,request for payment 83694
Permit APPROVED by SUPERVISOR,2017-05-22 08:28:15+00:00,request for payment 83696
Permit APPROVED by SUPERVISOR,2017-05-22 08:28:15+00:00,request for payment 83691
Permit APPROVED by SUPERVISOR,2017-05-22 08:28:15+00:00,request for payment 83694
Request For Payment SUBMITTED by EMPLOYEE,2017-05-22 09:37:35+00:00,request for payment 82528
Request For Payment APPROVED by PRE_APPROVER,2017-05-22 09:37:57+00:00,request for payment 82528
Request Payment,2017-05-22 11:03:25+00:00,request for payment 75287
Permit FINAL_APPROVED by SUPERVISOR,2017-05-22 11:19:23+00:00,request for payment 85522
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-22 15:05:57+00:00,request for payment 82528
Payment Handled,2017-05-22 15:31:10+00:00,request for payment 76213
Payment Handled,2017-05-22 15:31:10+00:00,request for payment 75556
Payment Handled,2017-05-22 15:31:10+00:00,request for payment 75714
Payment Handled,2017-05-22 15:31:10+00:00,request for payment 72715
Payment Handled,2017-05-22 15:31:10+00:00,request for payment 76073
Payment Handled,2017-05-22 15:31:10+00:00,request for payment 76130
Payment Handled,2017-05-22 15:31:10+00:00,request for payment 76139
Payment Handled,2017-05-22 15:31:10+00:00,request for payment 82612
_END_,2017-05-22 15:31:11+00:00,request for payment 76213
_END_,2017-05-22 15:31:11+00:00,request for payment 75556
_END_,2017-05-22 15:31:11+00:00,request for payment 75714
_END_,2017-05-22 15:31:11+00:00,request for payment 72715
_END_,2017-05-22 15:31:11+00:00,request for payment 76073
_END_,2017-05-22 15:31:11+00:00,request for payment 76130
_END_,2017-05-22 15:31:11+00:00,request for payment 76139
_END_,2017-05-22 15:31:11+00:00,request for payment 82612
Request For Payment SUBMITTED by EMPLOYEE,2017-05-22 21:52:12+00:00,request for payment 76057
Request For Payment APPROVED by PRE_APPROVER,2017-05-22 22:00:24+00:00,request for payment 76057
Permit FINAL_APPROVED by DIRECTOR,2017-05-23 06:29:37+00:00,request for payment 83062
Permit FINAL_APPROVED by DIRECTOR,2017-05-23 06:29:50+00:00,request for payment 82482
Permit FINAL_APPROVED by DIRECTOR,2017-05-23 06:44:13+00:00,request for payment 83696
Permit FINAL_APPROVED by DIRECTOR,2017-05-23 06:44:13+00:00,request for payment 83691
Permit FINAL_APPROVED by DIRECTOR,2017-05-23 06:44:13+00:00,request for payment 83694
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-23 06:52:54+00:00,request for payment 76057
Request Payment,2017-05-23 09:25:06+00:00,request for payment 82528
Permit FINAL_APPROVED by SUPERVISOR,2017-05-23 09:54:36+00:00,request for payment 82433
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-23 11:26:33+00:00,request for payment 74787
Request For Payment SUBMITTED by EMPLOYEE,2017-05-23 13:36:33+00:00,request for payment 80546
Request For Payment APPROVED by PRE_APPROVER,2017-05-23 13:37:27+00:00,request for payment 80546
Request For Payment SUBMITTED by EMPLOYEE,2017-05-23 13:39:42+00:00,request for payment 75339
Request For Payment APPROVED by PRE_APPROVER,2017-05-23 13:39:47+00:00,request for payment 75339
Request For Payment SUBMITTED by EMPLOYEE,2017-05-23 13:43:05+00:00,request for payment 80545
Request For Payment REJECTED by PRE_APPROVER,2017-05-23 13:43:17+00:00,request for payment 80545
Request For Payment SUBMITTED by EMPLOYEE,2017-05-23 14:04:37+00:00,request for payment 80543
Request For Payment APPROVED by PRE_APPROVER,2017-05-23 14:04:49+00:00,request for payment 80543
Permit SUBMITTED by EMPLOYEE,2017-05-23 17:31:05+00:00,request for payment 80002
Permit APPROVED by PRE_APPROVER,2017-05-23 17:31:08+00:00,request for payment 80002
Request For Payment SUBMITTED by EMPLOYEE,2017-05-23 17:33:13+00:00,request for payment 79987
Request For Payment APPROVED by PRE_APPROVER,2017-05-23 17:33:16+00:00,request for payment 79987
Permit SUBMITTED by EMPLOYEE,2017-05-23 19:20:21+00:00,request for payment 81997
Permit FINAL_APPROVED by SUPERVISOR,2017-05-23 19:20:26+00:00,request for payment 81997
Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 06:49:12+00:00,request for payment 83696
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 06:49:54+00:00,request for payment 83696
Request For Payment SAVED by EMPLOYEE,2017-05-24 07:16:03+00:00,request for payment 185358
_END_,2017-05-24 07:16:04+00:00,request for payment 185358
Permit SUBMITTED by EMPLOYEE,2017-05-24 07:19:29+00:00,request for payment 82548
Permit SUBMITTED by EMPLOYEE,2017-05-24 07:19:29+00:00,request for payment 82544
Permit SUBMITTED by EMPLOYEE,2017-05-24 07:19:29+00:00,request for payment 82546
Permit FINAL_APPROVED by SUPERVISOR,2017-05-24 07:19:32+00:00,request for payment 82548
Permit FINAL_APPROVED by SUPERVISOR,2017-05-24 07:19:32+00:00,request for payment 82544
Permit FINAL_APPROVED by SUPERVISOR,2017-05-24 07:19:32+00:00,request for payment 82546
Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 07:20:34+00:00,request for payment 73399
Request For Payment APPROVED by PRE_APPROVER,2017-05-24 07:24:35+00:00,request for payment 73399
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 07:58:44+00:00,request for payment 80543
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 08:02:53+00:00,request for payment 75339
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 08:04:23+00:00,request for payment 80546
Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 09:02:56+00:00,request for payment 82548
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 09:03:01+00:00,request for payment 82548
Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 09:03:42+00:00,request for payment 82546
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 09:03:46+00:00,request for payment 82546
Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 09:04:12+00:00,request for payment 82544
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 09:04:27+00:00,request for payment 82544
Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 09:20:34+00:00,request for payment 82482
Request For Payment APPROVED by SUPERVISOR,2017-05-24 09:21:15+00:00,request for payment 82482
Request Payment,2017-05-24 11:53:37+00:00,request for payment 76057
Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 12:12:46+00:00,request for payment 72156
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-24 12:12:49+00:00,request for payment 72156
Request For Payment REJECTED by EMPLOYEE,2017-05-24 13:20:31+00:00,request for payment 80545
_END_,2017-05-24 13:20:32+00:00,request for payment 80545
Request For Payment SUBMITTED by EMPLOYEE,2017-05-24 15:25:25+00:00,request for payment 82433
Request For Payment APPROVED by PRE_APPROVER,2017-05-24 15:25:32+00:00,request for payment 82433
Request For Payment SUBMITTED by EMPLOYEE,2017-05-25 10:29:38+00:00,request for payment 75961
Request For Payment APPROVED by PRE_APPROVER,2017-05-25 10:30:11+00:00,request for payment 75961
Request For Payment SUBMITTED by EMPLOYEE,2017-05-26 13:30:14+00:00,request for payment 74906
Request For Payment APPROVED by PRE_APPROVER,2017-05-26 13:30:23+00:00,request for payment 74906
Permit SUBMITTED by EMPLOYEE,2017-05-26 13:59:26+00:00,request for payment 82014
Permit APPROVED by PRE_APPROVER,2017-05-26 14:00:35+00:00,request for payment 82014
Permit FINAL_APPROVED by SUPERVISOR,2017-05-29 07:07:33+00:00,request for payment 80002
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-29 07:09:39+00:00,request for payment 79987
Request For Payment FINAL_APPROVED by DIRECTOR,2017-05-29 07:33:28+00:00,request for payment 82482
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-29 08:01:02+00:00,request for payment 75961
Request Payment,2017-05-29 08:56:40+00:00,request for payment 72156
Request Payment,2017-05-29 09:42:38+00:00,request for payment 82544
Request Payment,2017-05-29 09:43:26+00:00,request for payment 82546
Request Payment,2017-05-29 09:44:08+00:00,request for payment 75339
Request Payment,2017-05-29 09:44:08+00:00,request for payment 80546
Request Payment,2017-05-29 09:44:41+00:00,request for payment 82548
Request Payment,2017-05-29 09:44:45+00:00,request for payment 80543
Request Payment,2017-05-29 09:45:05+00:00,request for payment 83696
Request Payment,2017-05-29 09:53:42+00:00,request for payment 74787
Request Payment,2017-05-29 09:54:22+00:00,request for payment 79866
Request For Payment SUBMITTED by EMPLOYEE,2017-05-29 13:40:13+00:00,request for payment 75389
Request For Payment APPROVED by PRE_APPROVER,2017-05-29 13:40:39+00:00,request for payment 75389
Payment Handled,2017-05-29 15:30:54+00:00,request for payment 75287
Payment Handled,2017-05-29 15:30:54+00:00,request for payment 76057
Payment Handled,2017-05-29 15:30:54+00:00,request for payment 82528
_END_,2017-05-29 15:30:55+00:00,request for payment 75287
_END_,2017-05-29 15:30:55+00:00,request for payment 76057
_END_,2017-05-29 15:30:55+00:00,request for payment 82528
Request For Payment SUBMITTED by EMPLOYEE,2017-05-29 17:10:28+00:00,request for payment 81997
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-29 17:10:44+00:00,request for payment 81997
Request For Payment FINAL_APPROVED by SUPERVISOR,2017-05-30 09:04:18+00:00,request for payment 75389
