concept:name,time:timestamp,case:concept:name
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 12:59:12+00:00,request for payment 153385
Request For Payment APPROVED by BUDGET OWNER,2018-01-29 13:02:59+00:00,request for payment 156184
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 13:06:51+00:00,request for payment 155846
Request For Payment APPROVED by BUDGET OWNER,2018-01-29 13:19:17+00:00,request for payment 154965
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 13:19:39+00:00,request for payment 158431
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 13:19:45+00:00,request for payment 154672
Request For Payment REJECTED by EMPLOYEE,2018-01-29 13:22:53+00:00,request for payment 158673
_END_,2018-01-29 13:22:54+00:00,request for payment 158673
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 13:24:10+00:00,request for payment 154850
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 13:31:42+00:00,request for payment 156190
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 13:32:09+00:00,request for payment 156190
Request For Payment REJECTED by EMPLOYEE,2018-01-29 13:34:25+00:00,request for payment 153400
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 13:36:56+00:00,request for payment 158988
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 13:37:02+00:00,request for payment 158988
Request Payment,2018-01-29 13:41:49+00:00,request for payment 158610
Request Payment,2018-01-29 13:42:33+00:00,request for payment 155312
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 13:47:04+00:00,request for payment 158442
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 13:47:12+00:00,request for payment 158442
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 13:51:12+00:00,request for payment 158874
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 13:52:22+00:00,request for payment 158994
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 13:52:35+00:00,request for payment 158389
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 13:52:43+00:00,request for payment 158994
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 13:57:03+00:00,request for payment 155334
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 13:58:08+00:00,request for payment 158879
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 13:58:10+00:00,request for payment 154678
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 13:58:12+00:00,request for payment 158879
Request For Payment REJECTED by ADMINISTRATION,2018-01-29 13:58:14+00:00,request for payment 154678
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 13:59:06+00:00,request for payment 158713
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 14:00:08+00:00,request for payment 158713
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 14:00:54+00:00,request for payment 158999
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 14:00:59+00:00,request for payment 158999
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 14:01:23+00:00,request for payment 156195
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 14:01:28+00:00,request for payment 156195
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 14:03:25+00:00,request for payment 158874
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 14:08:21+00:00,request for payment 155875
Request For Payment APPROVED by BUDGET OWNER,2018-01-29 14:13:13+00:00,request for payment 158988
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 14:13:51+00:00,request for payment 159005
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 14:14:33+00:00,request for payment 158884
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 14:14:41+00:00,request for payment 158884
Request For Payment APPROVED by BUDGET OWNER,2018-01-29 14:16:10+00:00,request for payment 158442
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 14:21:10+00:00,request for payment 155711
Request Payment,2018-01-29 14:24:57+00:00,request for payment 155880
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 14:42:55+00:00,request for payment 155711
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 15:05:22+00:00,request for payment 155717
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 15:06:27+00:00,request for payment 155717
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 15:06:30+00:00,request for payment 159011
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 15:08:50+00:00,request for payment 159011
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 15:15:00+00:00,request for payment 154971
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 15:15:04+00:00,request for payment 154971
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 15:15:20+00:00,request for payment 158963
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 15:18:36+00:00,request for payment 158889
Request For Payment REJECTED by BUDGET OWNER,2018-01-29 15:19:20+00:00,request for payment 156190
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 15:19:47+00:00,request for payment 158968
Request For Payment APPROVED by BUDGET OWNER,2018-01-29 15:20:18+00:00,request for payment 158701
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 15:21:07+00:00,request for payment 157818
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 15:21:40+00:00,request for payment 158843
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 15:22:00+00:00,request for payment 156174
Request For Payment APPROVED by BUDGET OWNER,2018-01-29 15:23:23+00:00,request for payment 158537
Request For Payment APPROVED by BUDGET OWNER,2018-01-29 15:23:47+00:00,request for payment 158853
Request Payment,2018-01-29 15:25:35+00:00,request for payment 155846
Request For Payment REJECTED by EMPLOYEE,2018-01-29 15:26:46+00:00,request for payment 154678
_END_,2018-01-29 15:26:47+00:00,request for payment 154678
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 15:27:21+00:00,request for payment 158848
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 15:28:08+00:00,request for payment 158458
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 15:28:20+00:00,request for payment 155722
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 15:30:45+00:00,request for payment 155722
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 15:42:13+00:00,request for payment 158859
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 15:46:06+00:00,request for payment 155340
Request For Payment REJECTED by ADMINISTRATION,2018-01-29 15:46:20+00:00,request for payment 155340
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 16:14:58+00:00,request for payment 156200
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 16:16:16+00:00,request for payment 156200
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 159208
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158022
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158032
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158283
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 154721
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155517
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 154639
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155542
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 154818
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158170
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158073
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 154830
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158306
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158098
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155129
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158324
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 154645
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155831
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155360
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 157311
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158468
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158355
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 157789
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 154650
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155856
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155381
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158578
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155862
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158496
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155296
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158502
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155387
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158584
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155151
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158514
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 157795
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 157800
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158643
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158520
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 154667
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158599
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 158604
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 156724
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155892
Payment Handled,2018-01-29 16:31:11+00:00,request for payment 155329
_END_,2018-01-29 16:31:12+00:00,request for payment 159208
_END_,2018-01-29 16:31:12+00:00,request for payment 158022
_END_,2018-01-29 16:31:12+00:00,request for payment 158032
_END_,2018-01-29 16:31:12+00:00,request for payment 158283
_END_,2018-01-29 16:31:12+00:00,request for payment 154721
_END_,2018-01-29 16:31:12+00:00,request for payment 155517
_END_,2018-01-29 16:31:12+00:00,request for payment 154639
_END_,2018-01-29 16:31:12+00:00,request for payment 155542
_END_,2018-01-29 16:31:12+00:00,request for payment 154818
_END_,2018-01-29 16:31:12+00:00,request for payment 158170
_END_,2018-01-29 16:31:12+00:00,request for payment 158073
_END_,2018-01-29 16:31:12+00:00,request for payment 154830
_END_,2018-01-29 16:31:12+00:00,request for payment 158306
_END_,2018-01-29 16:31:12+00:00,request for payment 158098
_END_,2018-01-29 16:31:12+00:00,request for payment 155129
_END_,2018-01-29 16:31:12+00:00,request for payment 158324
_END_,2018-01-29 16:31:12+00:00,request for payment 154645
_END_,2018-01-29 16:31:12+00:00,request for payment 155831
_END_,2018-01-29 16:31:12+00:00,request for payment 155360
_END_,2018-01-29 16:31:12+00:00,request for payment 157311
_END_,2018-01-29 16:31:12+00:00,request for payment 158468
_END_,2018-01-29 16:31:12+00:00,request for payment 158355
_END_,2018-01-29 16:31:12+00:00,request for payment 157789
_END_,2018-01-29 16:31:12+00:00,request for payment 154650
_END_,2018-01-29 16:31:12+00:00,request for payment 155856
_END_,2018-01-29 16:31:12+00:00,request for payment 155381
_END_,2018-01-29 16:31:12+00:00,request for payment 158578
_END_,2018-01-29 16:31:12+00:00,request for payment 155862
_END_,2018-01-29 16:31:12+00:00,request for payment 158496
_END_,2018-01-29 16:31:12+00:00,request for payment 155296
_END_,2018-01-29 16:31:12+00:00,request for payment 158502
_END_,2018-01-29 16:31:12+00:00,request for payment 155387
_END_,2018-01-29 16:31:12+00:00,request for payment 158584
_END_,2018-01-29 16:31:12+00:00,request for payment 155151
_END_,2018-01-29 16:31:12+00:00,request for payment 158514
_END_,2018-01-29 16:31:12+00:00,request for payment 157795
_END_,2018-01-29 16:31:12+00:00,request for payment 157800
_END_,2018-01-29 16:31:12+00:00,request for payment 158643
_END_,2018-01-29 16:31:12+00:00,request for payment 158520
_END_,2018-01-29 16:31:12+00:00,request for payment 154667
_END_,2018-01-29 16:31:12+00:00,request for payment 158599
_END_,2018-01-29 16:31:12+00:00,request for payment 158604
_END_,2018-01-29 16:31:12+00:00,request for payment 156724
_END_,2018-01-29 16:31:12+00:00,request for payment 155892
_END_,2018-01-29 16:31:12+00:00,request for payment 155329
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 16:49:52+00:00,request for payment 159017
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 16:53:24+00:00,request for payment 159023
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 16:53:51+00:00,request for payment 159023
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 20:55:39+00:00,request for payment 158436
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 21:00:28+00:00,request for payment 158425
Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 21:44:43+00:00,request for payment 158894
Request For Payment APPROVED by ADMINISTRATION,2018-01-29 21:45:00+00:00,request for payment 158894
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 04:15:21+00:00,request for payment 158366
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 04:15:21+00:00,request for payment 158508
Request Payment,2018-01-30 07:20:41+00:00,request for payment 158389
Request Payment,2018-01-30 07:26:59+00:00,request for payment 155915
Request Payment,2018-01-30 07:28:51+00:00,request for payment 158859
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 07:29:56+00:00,request for payment 154959
Request For Payment REJECTED by SUPERVISOR,2018-01-30 07:35:30+00:00,request for payment 158853
Request Payment,2018-01-30 07:46:52+00:00,request for payment 158864
Request Payment,2018-01-30 07:46:53+00:00,request for payment 158968
Request Payment,2018-01-30 07:50:27+00:00,request for payment 154850
Request Payment,2018-01-30 07:59:40+00:00,request for payment 157809
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 08:08:06+00:00,request for payment 155301
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 08:08:06+00:00,request for payment 155898
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 08:09:49+00:00,request for payment 155344
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 08:10:05+00:00,request for payment 155344
Request For Payment REJECTED by BUDGET OWNER,2018-01-30 08:17:25+00:00,request for payment 155722
Request Payment,2018-01-30 08:18:00+00:00,request for payment 153380
Request For Payment APPROVED by BUDGET OWNER,2018-01-30 08:18:34+00:00,request for payment 159011
Request For Payment APPROVED by BUDGET OWNER,2018-01-30 08:19:24+00:00,request for payment 155711
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 08:25:08+00:00,request for payment 158620
Request Payment,2018-01-30 08:25:45+00:00,request for payment 155400
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 08:34:03+00:00,request for payment 153409
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 08:39:54+00:00,request for payment 155701
Request Payment,2018-01-30 08:43:12+00:00,request for payment 158383
Request Payment,2018-01-30 08:50:56+00:00,request for payment 155691
Request Payment,2018-01-30 08:50:59+00:00,request for payment 155898
Request Payment,2018-01-30 08:51:09+00:00,request for payment 155301
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 08:52:21+00:00,request for payment 158734
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 08:52:54+00:00,request for payment 158734
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 09:00:46+00:00,request for payment 158718
Request Payment,2018-01-30 09:08:41+00:00,request for payment 158963
Request Payment,2018-01-30 09:13:16+00:00,request for payment 156717
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 09:23:45+00:00,request for payment 155349
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 09:23:58+00:00,request for payment 155349
Request Payment,2018-01-30 09:27:35+00:00,request for payment 155522
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 09:35:17+00:00,request for payment 156205
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 09:35:24+00:00,request for payment 156205
Request Payment,2018-01-30 09:37:15+00:00,request for payment 158377
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 09:42:41+00:00,request for payment 158899
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 09:47:10+00:00,request for payment 157355
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 09:47:28+00:00,request for payment 157355
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 09:47:43+00:00,request for payment 158899
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 09:50:16+00:00,request for payment 158904
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 09:50:25+00:00,request for payment 158904
Request Payment,2018-01-30 09:51:11+00:00,request for payment 155324
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 09:52:55+00:00,request for payment 156210
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 09:53:53+00:00,request for payment 156210
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 10:04:30+00:00,request for payment 158909
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 10:09:09+00:00,request for payment 158909
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 10:16:25+00:00,request for payment 154976
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 10:16:34+00:00,request for payment 154976
Request Payment,2018-01-30 10:19:58+00:00,request for payment 158473
Request Payment,2018-01-30 10:20:14+00:00,request for payment 154655
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 10:22:30+00:00,request for payment 159028
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 10:23:05+00:00,request for payment 159028
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 10:24:46+00:00,request for payment 157360
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 10:24:55+00:00,request for payment 157360
Request For Payment REJECTED by EMPLOYEE,2018-01-30 10:35:41+00:00,request for payment 156190
_END_,2018-01-30 10:35:42+00:00,request for payment 156190
Request Payment,2018-01-30 10:37:15+00:00,request for payment 158508
Request Payment,2018-01-30 10:37:17+00:00,request for payment 158340
Request Payment,2018-01-30 10:38:01+00:00,request for payment 158843
Request Payment,2018-01-30 10:38:03+00:00,request for payment 156174
Request Payment,2018-01-30 10:40:04+00:00,request for payment 157818
Request Payment,2018-01-30 10:45:04+00:00,request for payment 158334
Request Payment,2018-01-30 10:45:35+00:00,request for payment 158696
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 10:48:53+00:00,request for payment 158914
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 10:49:06+00:00,request for payment 158914
Request For Payment REJECTED by EMPLOYEE,2018-01-30 10:52:58+00:00,request for payment 158973
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 10:54:22+00:00,request for payment 158677
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 10:57:51+00:00,request for payment 158739
Request For Payment APPROVED by BUDGET OWNER,2018-01-30 10:58:17+00:00,request for payment 155349
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 11:01:05+00:00,request for payment 155407
Request For Payment REJECTED by EMPLOYEE,2018-01-30 11:05:41+00:00,request for payment 158653
_END_,2018-01-30 11:05:42+00:00,request for payment 158653
Request For Payment REJECTED by EMPLOYEE,2018-01-30 11:07:34+00:00,request for payment 157805
_END_,2018-01-30 11:07:35+00:00,request for payment 157805
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 11:11:37+00:00,request for payment 158983
Request For Payment APPROVED by BUDGET OWNER,2018-01-30 11:13:04+00:00,request for payment 155886
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 11:17:49+00:00,request for payment 155904
Request Payment,2018-01-30 11:30:25+00:00,request for payment 158983
Request Payment,2018-01-30 11:31:09+00:00,request for payment 158242
Request Payment,2018-01-30 11:31:11+00:00,request for payment 158152
Request Payment,2018-01-30 12:06:51+00:00,request for payment 156735
Request Payment,2018-01-30 12:07:02+00:00,request for payment 155407
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 12:11:04+00:00,request for payment 158899
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 12:13:22+00:00,request for payment 158904
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 12:19:46+00:00,request for payment 154976
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 12:21:30+00:00,request for payment 157823
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 12:21:39+00:00,request for payment 157823
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 12:31:24+00:00,request for payment 157355
Request For Payment REJECTED by EMPLOYEE,2018-01-30 12:36:50+00:00,request for payment 155722
_END_,2018-01-30 12:36:51+00:00,request for payment 155722
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 12:38:01+00:00,request for payment 158919
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 12:38:10+00:00,request for payment 158919
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 12:43:17+00:00,request for payment 158739
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 12:44:06+00:00,request for payment 158909
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 12:45:31+00:00,request for payment 156741
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 12:48:48+00:00,request for payment 156200
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 13:18:29+00:00,request for payment 158723
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 13:19:52+00:00,request for payment 158723
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 13:27:40+00:00,request for payment 158925
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 13:28:09+00:00,request for payment 158925
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 13:28:18+00:00,request for payment 159038
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 13:28:43+00:00,request for payment 159038
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 13:33:34+00:00,request for payment 156179
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 13:36:13+00:00,request for payment 159017
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 13:40:24+00:00,request for payment 158838
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 13:41:11+00:00,request for payment 155680
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 13:43:55+00:00,request for payment 159038
Request Payment,2018-01-30 13:47:20+00:00,request for payment 158838
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 13:54:23+00:00,request for payment 158930
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 13:54:26+00:00,request for payment 158930
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 13:58:26+00:00,request for payment 156215
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 13:58:36+00:00,request for payment 156215
Request For Payment REJECTED by EMPLOYEE,2018-01-30 14:16:59+00:00,request for payment 158853
_END_,2018-01-30 14:17:00+00:00,request for payment 158853
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 14:25:48+00:00,request for payment 159043
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 14:26:15+00:00,request for payment 159043
Request Payment,2018-01-30 14:38:32+00:00,request for payment 154959
Request Payment,2018-01-30 14:38:58+00:00,request for payment 154613
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 14:39:56+00:00,request for payment 158745
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 14:40:04+00:00,request for payment 158745
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 14:52:45+00:00,request for payment 158718
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 15:05:37+00:00,request for payment 153400
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 15:05:49+00:00,request for payment 153400
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 15:06:16+00:00,request for payment 155412
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 15:20:45+00:00,request for payment 158935
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 15:28:32+00:00,request for payment 158935
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 15:32:04+00:00,request for payment 156024
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 15:32:08+00:00,request for payment 156024
Request Payment,2018-01-30 15:33:23+00:00,request for payment 155701
Request Payment,2018-01-30 15:33:25+00:00,request for payment 156741
Request Payment,2018-01-30 15:33:27+00:00,request for payment 153409
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 15:45:20+00:00,request for payment 158728
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 15:45:29+00:00,request for payment 158728
Request For Payment APPROVED by BUDGET OWNER,2018-01-30 15:49:58+00:00,request for payment 155822
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 16:02:22+00:00,request for payment 156024
Request Payment,2018-01-30 16:23:56+00:00,request for payment 155065
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 16:50:11+00:00,request for payment 158941
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 16:52:39+00:00,request for payment 158941
Request Payment,2018-01-30 18:10:01+00:00,request for payment 155118
Request For Payment SUBMITTED by EMPLOYEE,2018-01-30 18:47:49+00:00,request for payment 156220
Request For Payment APPROVED by ADMINISTRATION,2018-01-30 18:47:57+00:00,request for payment 156220
Request Payment,2018-01-30 20:01:09+00:00,request for payment 158409
Request For Payment APPROVED by BUDGET OWNER,2018-01-31 07:21:49+00:00,request for payment 158728
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 08:05:32+00:00,request for payment 156220
Request Payment,2018-01-31 08:07:07+00:00,request for payment 155371
Request For Payment SUBMITTED by EMPLOYEE,2018-01-31 08:51:22+00:00,request for payment 156225
Request For Payment APPROVED by ADMINISTRATION,2018-01-31 08:51:28+00:00,request for payment 156225
Request Payment,2018-01-31 08:59:32+00:00,request for payment 158637
Request For Payment SUBMITTED by EMPLOYEE,2018-01-31 09:18:12+00:00,request for payment 158946
Request For Payment APPROVED by ADMINISTRATION,2018-01-31 09:19:15+00:00,request for payment 158946
Request For Payment SUBMITTED by EMPLOYEE,2018-01-31 09:31:33+00:00,request for payment 158750
Request For Payment APPROVED by ADMINISTRATION,2018-01-31 09:33:12+00:00,request for payment 158750
Request For Payment SUBMITTED by EMPLOYEE,2018-01-31 09:46:34+00:00,request for payment 158951
Request For Payment APPROVED by ADMINISTRATION,2018-01-31 09:51:38+00:00,request for payment 158951
Request Payment,2018-01-31 09:53:17+00:00,request for payment 154179
Request For Payment SUBMITTED by EMPLOYEE,2018-01-31 10:06:14+00:00,request for payment 155355
Request For Payment APPROVED by ADMINISTRATION,2018-01-31 10:06:21+00:00,request for payment 155355
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 10:09:47+00:00,request for payment 157823
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 10:11:12+00:00,request for payment 158874
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 10:16:34+00:00,request for payment 156746
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 10:17:56+00:00,request for payment 158941
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 10:18:51+00:00,request for payment 155696
Request For Payment APPROVED by BUDGET OWNER,2018-01-31 10:19:25+00:00,request for payment 155317
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 10:20:05+00:00,request for payment 158657
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 10:21:00+00:00,request for payment 155418
Request Payment,2018-01-31 10:21:34+00:00,request for payment 158677
Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-31 10:22:17+00:00,request for payment 155875
Request For Payment SUBMITTED by EMPLOYEE,2018-01-31 11:00:26+00:00,request for payment 158756
Request For Payment APPROVED by ADMINISTRATION,2018-01-31 11:06:05+00:00,request for payment 158756
Request For Payment SUBMITTED by EMPLOYEE,2018-01-31 11:10:55+00:00,request for payment 158761
Request Payment,2018-01-31 11:12:33+00:00,request for payment 158404
Request For Payment APPROVED by ADMINISTRATION,2018-01-31 11:13:13+00:00,request for payment 158761
